complaint_id,complaint_title,complaint_description,source,sector_id,category,sub_category,priority,urgency_score,created_at,resolved_at,status,resolution_time_days,assigned_department,assigned_officer,citizen_satisfaction,latitude,longitude,resolution_notes
GRV-2025-00164,Stinky Garbage issue in Sector 28,No sweeping has been done in Sector 28 lane D for over a week. The area is filthy.,Voice Call,SEC-28,Garbage/Sanitation,Stinky Garbage,P4-Low,0.15,2025-12-13T14:18:41,,Escalated,,MCC Public Health Department,Sandeep Verma,,30.759434,76.804705,
GRV-2025-00165,Bull Running Loose issue in Sector 17,There are 2 stray dogs near the school in Sector 17. Children are terrified to enter.,Web Portal,SEC-17,Stray Animals,Bull Running Loose,P3-Medium,0.3,2025-03-28T06:11:06,2025-04-09T11:11:06,Resolved,12,Social Welfare Department Chandigarh,Preeti Sharma,4,30.758169,76.758625,Animals captured and vaccinated
GRV-2025-00166,Flickering Light issue in Sector 2,A streetlight pole near Sector 2 market has fallen due to wind. It is blocking the road and is dangerous.,Mobile App,SEC-02,Streetlights,Flickering Light,P3-Medium,0.51,2026-03-01T07:17:49,2026-03-16T09:17:49,Resolved,15,CPDL / Chandigarh Electricity Department,SDO Pankaj,3,30.715375,76.807323,New LED light installed
GRV-2025-00167,Burst Pipe issue in Manimajra,"Water pressure is very low in the lane near house 886, Manimajra. Overhead tanks are not getting filled.",Mobile App,MNJ,Water Supply,Burst Pipe,P4-Low,0.22,2025-04-23T12:30:24,2025-05-19T18:30:24,Resolved,26,MCC Public Health Department,Gurmail Singh,4,30.703375,76.814994,Pipeline repaired
GRV-2025-00168,Effluent in Park issue in Sector 12,The sewage smell from the drain near Sector 12 Phase A is affecting the entire neighborhood.,Mobile App,SEC-12,Sewerage,Effluent in Park,P2-High,0.71,2025-07-19T11:50:17,2025-07-24T13:50:17,Resolved,5,MCC Public Health Department,Raju Kumar,4,30.700714,76.743359,Drainage unblocked using jet machine
GRV-2025-00169,Wall Extension on Road issue in Sector 43,Illegal vendors near Sector 43 market have taken over the road. The lane is now only one vehicle wide.,Voice Call,SEC-43,Encroachment,Wall Extension on Road,P4-Low,0.11,2025-04-29T09:08:31,2025-05-20T15:08:31,Resolved,21,MCC Town Planning Department,Manpreet Singh,4,30.760536,76.804442,Action taken against violator
GRV-2025-00170,No Zebra Crossing issue in Sector 44,The traffic signal near sector chowk in Sector 44 has not been working for 8 days. Major congestion.,Voice Call,SEC-44,Traffic,No Zebra Crossing,P3-Medium,0.37,2025-11-23T12:36:11,2025-12-13T18:36:11,Resolved,20,Traffic Police Chandigarh,Const. Suresh Pal,4,30.722026,76.806508,Road markings redone
GRV-2025-00171,Effluent in Park issue in Sector 15,Open sewage water near Sector 15 mandir is a major hygiene and health hazard.,Mobile App,SEC-15,Sewerage,Effluent in Park,P2-High,0.7,2025-07-28T13:20:46,2025-07-30T00:20:46,Resolved,1,MCC Public Health Department,Gurmail Singh,4,30.71519,76.794658,Sewage overflow cleaned
GRV-2025-00172,Effluent in Park issue in Sector 15,"The drain near community centre, Sector 15 has not been cleaned for months. It is completely blocked.",Mobile App,SEC-15,Sewerage,Effluent in Park,P4-Low,0.05,2025-03-17T09:31:12,2025-03-30T10:31:12,Resolved,13,MCC Public Health Department,Amarjit Kaur,4,30.731088,76.779193,Sewage overflow cleaned
GRV-2025-00173,No Power Since Morning issue in Sector 44,There has been a power cut in Sector 44 since 5 days. No official information given.,Mobile App,SEC-44,Electricity,No Power Since Morning,P4-Low,0.14,2025-09-29T17:35:47,2025-11-01T23:35:47,Resolved,33,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,2,30.749355,76.782322,Illegal connection removed
GRV-2025-00174,Severe road damage near market in Manimajra,The road in front of bus stop in Manimajra has a Road Damage. Vehicles are getting damaged. Immediate action required.,Mobile App,MNJ,Roads,Road Damage,P3-Medium,0.46,2025-09-09T11:35:47,,In Progress,,MCC Engineering Department,Jagtar Singh,,30.744651,76.799689,
GRV-2025-00175,Flyover structure showing damage in Sector 24,"Near house number 537 in Sector 24, the footpath is broken and vehicles are using it as a parking space.",Mobile App,SEC-24,Roads,Flyover Damage,P3-Medium,0.53,2025-09-05T16:54:23,,Escalated,,MCC Engineering Department,Er. Parveen Kumar,,30.732987,76.790659,
GRV-2025-00176,Waterlogging on main road in Sector 38,The main road in Sector 38 has developed multiple potholes near the drainage channel. Urgent repair needed.,WhatsApp,SEC-38,Roads,Waterlogging on Road,P3-Medium,0.3,2025-03-19T15:38:01,2025-04-07T18:38:01,Resolved,19,MCC Engineering Department,Er. Sukhwinder Kaur,1,30.778752,76.757186,Pothole filled with bitumen
GRV-2025-00177,Bin Not Emptied issue in Sector 3,The area near Sector 3 Phase B park has become an illegal garbage dump point. Multiple neighbors have also complained.,Walk-in,SEC-03,Garbage/Sanitation,Bin Not Emptied,P3-Medium,0.33,2025-06-20T13:14:16,,In Progress,,MCC Public Health Department,Raju Kumar,,30.764886,76.747352,
GRV-2025-00178,Road surface cracked and uneven in Sector 37,The road in front of mandir in Sector 37 has a Cracked Road Surface. Vehicles are getting damaged. Immediate action required.,WhatsApp,SEC-37,Roads,Cracked Road Surface,P3-Medium,0.48,2025-09-10T08:49:03,,Rejected,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.77375,76.766751,
GRV-2025-00179,Traffic Jam issue in Sector 26,Heavy vehicles are using residential roads in Sector 26 despite signage. Noise and damage to roads.,Web Portal,SEC-26,Traffic,Traffic Jam,P3-Medium,0.43,2025-07-01T10:20:32,,Escalated,,Traffic Police Chandigarh,Insp. Daljit Singh,,30.755821,76.752256,
GRV-2025-00180,Illegal Tree Cutting issue in Sector 30,A tree branch fell near house 542 in Sector 30 and damaged my car. Please prune regularly.,Mobile App,SEC-30,Parks/Trees,Illegal Tree Cutting,P3-Medium,0.49,2025-09-27T14:05:25,,Rejected,,MCC Horticulture Department,Sukhdeep Kaur,,30.740146,76.801906,
GRV-2025-00181,Garbage Dumped on Road issue in Sector 48,Dead dog near Sector 48 Sector 34 Chowk has not been removed for 5 days. Spreading disease risk.,Mobile App,SEC-48,Garbage/Sanitation,Garbage Dumped on Road,P4-Low,0.08,2025-07-07T08:07:42,,In Progress,,MCC Public Health Department,Paramjit Kaur,,30.733087,76.769221,
GRV-2025-00182,Sewer Line Burst issue in Sector 22,"The drain outside house 771, Sector 22 has been blocked for 2 days causing stagnant water.",Voice Call,SEC-22,Sewerage,Sewer Line Burst,P2-High,0.56,2025-12-15T12:43:23,,Pending,,MCC Public Health Department,Raju Kumar,,30.712479,76.798279,
GRV-2025-00183,Choked Drain issue in Sector 12,Sewer line has burst in lane C of Sector 12. Sewage water is entering homes.,Walk-in,SEC-12,Sewerage,Choked Drain,P3-Medium,0.42,2025-07-21T12:13:34,2025-08-09T17:13:34,Resolved,19,MCC Public Health Department,Gurmail Singh,3,30.758394,76.751308,Sewage overflow cleaned
GRV-2025-00184,Unauthorized Construction issue in Sector 25,The balcony of house 274 in Sector 25 is extended onto the footpath. Blocking pedestrians.,WhatsApp,SEC-25,Building Violation,Unauthorized Construction,P4-Low,0.2,2025-11-10T17:55:06,2025-11-18T22:55:06,Resolved,8,MCC Town Planning Department,Gurpreet Sandhu,3,30.730456,76.818129,Action taken under Punjab Municipal Act
GRV-2025-00185,Frequent Tripping issue in Sector 22,The electricity bill for Sector 22 house 644 is 3x higher than usual this month with no change in usage.,Web Portal,SEC-22,Electricity,Frequent Tripping,P3-Medium,0.53,2025-06-12T21:25:47,2025-06-20T22:25:47,Resolved,8,CPDL / Chandigarh Electricity Department,SDO Pankaj,4,30.72843,76.764186,Cable repaired
GRV-2025-00186,Road signage missing at junction in Sector 21,"Near house number 363 in Sector 21, the footpath is broken and vehicles are using it as a parking space.",Web Portal,SEC-21,Roads,Road Signage Missing,P3-Medium,0.32,2025-08-01T13:26:15,2025-08-22T16:26:15,Resolved,21,MCC Engineering Department,Er. Harpreet Singh,5,30.772779,76.766343,Footpath relaid
GRV-2025-00187,New Connection Delay issue in Sector 13,The water supply in Sector 13 Phase B area is completely disrupted. Over 6 families are affected.,WhatsApp,SEC-13,Water Supply,New Connection Delay,P4-Low,0.2,2025-07-26T11:20:04,,Escalated,,MCC Public Health Department,Paramjit Kaur,,30.744587,76.815888,
GRV-2025-00188,Illegal Extension issue in Sector 16,The basement of a commercial property in Sector 16 market is being used as a godown illegally.,Web Portal,SEC-16,Building Violation,Illegal Extension,P2-High,0.74,2025-04-11T11:01:48,,In Progress,,MCC Town Planning Department,Rajdeep Kaur,,30.778876,76.789356,
GRV-2025-00189,Water Logging issue in Sector 37,"A major pipeline has burst near community centre in Sector 37, causing water wastage and road damage.",Mobile App,SEC-37,Water Supply,Water Logging,P3-Medium,0.51,2025-07-08T17:11:54,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.730997,76.777908,
GRV-2025-00190,Open Manhole issue in Sector 17,"The sewer is overflowing near house 518, Sector 17. Dirty water is spreading on the road.",Web Portal,SEC-17,Sewerage,Open Manhole,P3-Medium,0.34,2026-02-24T20:55:39,2026-03-15T08:55:39,Resolved,18,MCC Public Health Department,Paramjit Kaur,5,30.771007,76.774204,Manhole cover placed
GRV-2025-00191,Stray Dog Menace issue in Sector 38,Monkeys have been entering homes in Sector 38 and destroying property. This has been reported before but no action was taken.,Mobile App,SEC-38,Stray Animals,Stray Dog Menace,P4-Low,0.26,2025-07-17T18:47:02,,Rejected,,Social Welfare Department Chandigarh,Jagjit Singh,,30.744616,76.78129,
GRV-2025-00192,Missed Garbage Collection issue in Sector 17,Dead dog near Sector 17 Sector 28 Chowk has not been removed for 6 days. Spreading disease risk.,Mobile App,SEC-17,Garbage/Sanitation,Missed Garbage Collection,P4-Low,0.27,2025-07-16T20:05:46,,In Progress,,MCC Public Health Department,Raju Kumar,,30.740053,76.754382,
GRV-2025-00193,Light Post Fallen issue in Dhanas,"Due to underground cable fault, the entire Dhanas Phase B stretch has no lights.",Walk-in,DHN,Streetlights,Light Post Fallen,P3-Medium,0.36,2025-11-21T11:45:46,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.709884,76.749133,
GRV-2025-00194,Path Broken in Park issue in Sector 40,The park in Sector 40 Phase B has not been cleaned or maintained for weeks. Overgrown grass.,Voice Call,SEC-40,Parks/Trees,Path Broken in Park,P2-High,0.78,2025-10-04T10:10:55,2025-10-06T13:10:55,Resolved,2,MCC Horticulture Department,Jasveer Singh,2,30.724645,76.798413,Water supply restored in park
GRV-2025-00195,Meter Reading Error issue in Sector 21,"Water pressure is very low in the lane near house 234, Sector 21. Overhead tanks are not getting filled.",Web Portal,SEC-21,Water Supply,Meter Reading Error,P3-Medium,0.5,2025-08-09T21:15:13,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.747109,76.778057,
GRV-2025-00196,Illegal Dumping issue in Sector 29,Waste from the nearby shop is regularly dumped outside house 714 in Sector 29. Please take action.,WhatsApp,SEC-29,Garbage/Sanitation,Illegal Dumping,P3-Medium,0.34,2025-10-04T07:09:54,2025-10-08T18:09:54,Resolved,4,MCC Public Health Department,Gurmail Singh,4,30.723875,76.813631,Area sanitized
GRV-2025-00197,Large pothole causing accidents in Sector 12,"Since past 12 days, a Pothole has been causing accidents in Sector 12 near mandir. Two-wheelers are at risk.",Web Portal,SEC-12,Roads,Pothole,P1-Critical,0.95,2025-07-19T18:52:04,2025-07-23T03:52:04,Resolved,3,MCC Engineering Department,Er. Parveen Kumar,3,30.710764,76.79557,Repaired using hot-mix patching
GRV-2025-00198,Speed breaker missing near school in Sector 23,"After the last rain, the Speed Breaker Missing near community centre in Sector 23 has worsened. Multiple vehicles have been damaged.",Email,SEC-23,Roads,Speed Breaker Missing,P4-Low,0.28,2026-03-12T15:27:38,,In Progress,,MCC Engineering Department,Er. Balvinder Singh,,30.767824,76.760773,
GRV-2025-00199,Drain Needs Cleaning issue in Sector 40,The manhole near Sector 40 market is open and is a serious danger to pedestrians and children.,Mobile App,SEC-40,Sewerage,Drain Needs Cleaning,P4-Low,0.29,2025-03-01T06:29:40,2025-03-15T18:29:40,Resolved,14,MCC Public Health Department,Raju Kumar,4,30.779919,76.773123,Sewer line repaired
GRV-2025-00200,Meter Tampered issue in Sector 23,There has been a power cut in Sector 23 since 5 days. No official information given.,Web Portal,SEC-23,Electricity,Meter Tampered,P4-Low,0.16,2025-11-29T09:43:21,,Rejected,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.727309,76.797952,
GRV-2025-00201,Dead Animal Not Removed issue in Sector 4,No sweeping has been done in Sector 4 lane D for over a week. The area is filthy.,Web Portal,SEC-04,Garbage/Sanitation,Dead Animal Not Removed,P3-Medium,0.46,2026-01-27T16:29:50,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.765133,76.814223,
GRV-2025-00202,Missed Garbage Collection issue in Manimajra,The area near Manimajra market is littered with garbage every morning. Sweeper does not come regularly.,Web Portal,MNJ,Garbage/Sanitation,Missed Garbage Collection,P2-High,0.79,2025-05-28T06:21:24,2025-06-03T15:21:24,Resolved,6,MCC Public Health Department,Amarjit Kaur,4,30.731165,76.787615,Dustbin replaced
GRV-2025-00203,Building on Green Belt issue in Sector 44,A shop owner near Sector 44 market has encroached upon the public footpath. Pedestrians have no space to walk.,Voice Call,SEC-44,Encroachment,Building on Green Belt,P3-Medium,0.38,2025-04-13T07:49:12,2025-04-18T15:49:12,Resolved,5,MCC Town Planning Department,Rajdeep Kaur,1,30.738613,76.780004,Action taken against violator
GRV-2025-00204,Malaria Risk Area issue in Sector 23,Rat menace has increased in Sector 23 near rose garden. Garbage and blocked drains are the reason.,Web Portal,SEC-23,Mosquito/Vector,Malaria Risk Area,P3-Medium,0.41,2025-10-12T22:07:00,,Pending,,Health Department / NHM Chandigarh,Sanjeev Kumar,,30.724879,76.743522,
GRV-2025-00205,Dead Animal Not Removed issue in IT Park,"A large garbage dump has appeared near main market, IT Park. Dogs and stray animals are digging through it.",Mobile App,ITP,Garbage/Sanitation,Dead Animal Not Removed,P3-Medium,0.35,2025-05-30T16:49:28,2025-06-05T21:49:28,Resolved,6,MCC Public Health Department,Gurmail Singh,3,30.709157,76.816664,Dustbin replaced
GRV-2025-00206,Rat Menace issue in Sector 35,Standing water in the park of Sector 35 is causing mosquito breeding. Dengue fear in the area.,Mobile App,SEC-35,Mosquito/Vector,Rat Menace,P3-Medium,0.32,2025-09-19T16:34:28,,Rejected,,Health Department / NHM Chandigarh,Dr. Gurinder Singh,,30.704058,76.742319,
GRV-2025-00207,No Water Supply issue in Sector 12,There is no water supply in Sector 12 since 8 days. Residents are facing severe hardship.,Web Portal,SEC-12,Water Supply,No Water Supply,P2-High,0.73,2025-09-14T08:59:48,,Rejected,,MCC Public Health Department,Sandeep Verma,,30.761154,76.785423,
GRV-2025-00208,Severe road damage near market in Sector 55,The road in front of dispensary in Sector 55 has a Road Damage. Vehicles are getting damaged. Immediate action required.,Mobile App,SEC-55,Roads,Road Damage,P4-Low,0.08,2025-07-28T11:44:58,,Pending,,MCC Engineering Department,Er. Parveen Kumar,,30.753214,76.803102,
GRV-2025-00209,Sewage on Road issue in Sector 31,"The sewer is overflowing near house 166, Sector 31. Dirty water is spreading on the road.",Voice Call,SEC-31,Sewerage,Sewage on Road,P4-Low,0.18,2025-05-06T09:25:52,2025-05-19T15:25:52,Resolved,13,MCC Public Health Department,Sandeep Verma,4,30.763394,76.78262,Sewage overflow cleaned
GRV-2025-00210,Burst Pipe issue in Sector 38,"A major pipeline has burst near gurudwara in Sector 38, causing water wastage and road damage.",Web Portal,SEC-38,Water Supply,Burst Pipe,P3-Medium,0.41,2026-03-08T16:34:44,,Rejected,,MCC Public Health Department,Sandeep Verma,,30.718892,76.793009,
GRV-2025-00211,Dog Bite issue in Sector 45,Stray cattle are roaming on the main road of Sector 45 and are causing accidents.,Mobile App,SEC-45,Stray Animals,Dog Bite,P3-Medium,0.32,2025-05-01T18:20:31,2025-05-05T20:20:31,Resolved,4,Social Welfare Department Chandigarh,Jagjit Singh,4,30.770981,76.81226,Animals captured and vaccinated
GRV-2025-00212,Footpath Blocked issue in Sector 47,The sidewalk near Sector 47 bus stop is encroached by 6 unauthorized vendors. Commuters are affected.,Web Portal,SEC-47,Encroachment,Footpath Blocked,P4-Low,0.2,2025-06-30T15:58:59,2025-08-04T03:58:59,Resolved,34,MCC Town Planning Department,Manpreet Singh,5,30.746618,76.788919,Area demarcated and cleared
GRV-2025-00213,Industrial Machine Noise issue in Sector 26,Firecrackers are being burst in Sector 26 every night despite the ban. Action needed.,Mobile App,SEC-26,Noise Pollution,Industrial Machine Noise,P3-Medium,0.52,2025-06-28T18:40:20,2025-07-14T01:40:20,Resolved,15,Chandigarh Police,HC Jaswinder Kumar,3,30.716897,76.753873,DJs served notice
GRV-2025-00214,Garbage Dumped on Road issue in Sector 17,The garbage truck makes very early trips and misses many households in Sector 17. Waste collection is irregular.,Mobile App,SEC-17,Garbage/Sanitation,Garbage Dumped on Road,P4-Low,0.02,2025-03-08T21:42:27,,In Progress,,MCC Public Health Department,Amarjit Kaur,,30.777998,76.750862,
GRV-2025-00215,No Fogging issue in Sector 41,Chikungunya cases suspected in Sector 41 lane D. Vector control team should visit.,Voice Call,SEC-41,Mosquito/Vector,No Fogging,P4-Low,0.11,2025-06-13T06:36:31,2025-07-05T18:36:31,Resolved,22,Health Department / NHM Chandigarh,Sanjeev Kumar,3,30.774125,76.786108,Awareness campaign held
GRV-2025-00216,Footpath Blocked issue in Sector 5,Illegal vendors near Sector 5 market have taken over the road. The lane is now only one vehicle wide.,Voice Call,SEC-05,Encroachment,Footpath Blocked,P4-Low,0.02,2026-02-05T08:15:30,,Rejected,,MCC Town Planning Department,Vikram Sood,,30.750453,76.793099,
GRV-2025-00217,Overflowing Dustbin issue in Sector 43,Waste from the nearby shop is regularly dumped outside house 419 in Sector 43. Please take action.,Voice Call,SEC-43,Garbage/Sanitation,Overflowing Dustbin,P4-Low,0.11,2026-03-09T15:18:10,,In Progress,,MCC Public Health Department,Amarjit Kaur,,30.702826,76.813829,
GRV-2025-00218,Firecrackers issue in Sector 44,A DJ is playing loud music at the farmhouse near Sector 44 every night past midnight. Sleep impossible.,Mobile App,SEC-44,Noise Pollution,Firecrackers,P4-Low,0.02,2025-10-22T14:16:08,2025-11-15T19:16:08,Resolved,24,Chandigarh Police,ASI Gurpreet,1,30.708924,76.753969,Complaint registered
GRV-2025-00219,Traffic Noise at Night issue in Sector 45,Vendors in Sector 45 use loudspeakers to advertise from 7 AM creating nuisance.,Mobile App,SEC-45,Noise Pollution,Traffic Noise at Night,P4-Low,0.24,2026-01-20T16:05:09,2026-03-06T19:05:09,Resolved,45,Chandigarh Police,HC Jaswinder Kumar,4,30.733036,76.770653,DJs served notice
GRV-2025-00220,Missing manhole cover on road in Sector 44,Missing Manhole Cover has developed near the main market of Sector 44. It is creating problems for daily commuters and shopkeepers.,Voice Call,SEC-44,Roads,Missing Manhole Cover,P4-Low,0.14,2025-08-20T21:47:48,2025-10-01T01:47:48,Resolved,41,MCC Engineering Department,Er. Sukhwinder Kaur,4,30.731206,76.76101,Footpath relaid
GRV-2025-00221,Stinky Garbage issue in IT Park,The garbage collection vehicle has not come to IT Park for 14 days. Waste is piling up at the corner.,Voice Call,ITP,Garbage/Sanitation,Stinky Garbage,P2-High,0.71,2026-02-26T19:39:58,,Escalated,,MCC Public Health Department,Sandeep Verma,,30.752165,76.761807,
GRV-2025-00222,Balcony Encroachment issue in Sector 21,The balcony of house 770 in Sector 21 is extended onto the footpath. Blocking pedestrians.,Web Portal,SEC-21,Building Violation,Balcony Encroachment,P3-Medium,0.38,2025-03-05T06:53:04,2025-03-08T13:53:04,Resolved,3,MCC Town Planning Department,Gurpreet Sandhu,4,30.75484,76.768121,Demolition notice served
GRV-2025-00223,Speed breaker missing near school in Sector 20,"There is a large Speed Breaker Missing near house no. 124, Sector 20. This has been reported before but no action was taken. Please repair urgently.",WhatsApp,SEC-20,Roads,Speed Breaker Missing,P4-Low,0.26,2025-05-07T11:57:07,,Rejected,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.755652,76.760267,
GRV-2025-00224,Monkey Menace issue in Sector 43,Donkeys abandoned near Sector 43 Phase C are blocking the lane and eating household garbage.,Voice Call,SEC-43,Stray Animals,Monkey Menace,P2-High,0.65,2025-09-04T07:16:52,2025-09-07T10:16:52,Resolved,3,Social Welfare Department Chandigarh,Preeti Sharma,2,30.778354,76.756054,Anti-rabies drive conducted
GRV-2025-00225,Burst Pipe issue in Sector 15,"Water pressure is very low in the lane near house 247, Sector 15. Overhead tanks are not getting filled.",Voice Call,SEC-15,Water Supply,Burst Pipe,P3-Medium,0.33,2025-04-11T14:49:28,,Pending,,MCC Public Health Department,Sandeep Verma,,30.701501,76.779816,
GRV-2025-00226,Dirty Toilet issue in Sector 5,The toilet seat and flush in the public toilet near Sector 5 Sector 37 Chowk are completely broken.,Mobile App,SEC-05,Public Toilet,Dirty Toilet,P3-Medium,0.4,2025-12-05T08:34:14,2025-12-08T15:34:14,Resolved,3,MCC Public Health Department,Sandeep Verma,4,30.738565,76.78538,Toilet reopened after repair
GRV-2025-00227,Waterlogging on main road in Sector 23,"After the last rain, the Waterlogging on Road near bus stop in Sector 23 has worsened. Multiple vehicles have been damaged.",Web Portal,SEC-23,Roads,Waterlogging on Road,P3-Medium,0.49,2025-07-12T12:11:35,,In Progress,,MCC Engineering Department,Jagtar Singh,,30.703146,76.770733,
GRV-2025-00228,Damaged Pole issue in Sector 22,All lights on the road near sector chowk in Sector 22 are off. Robberies have increased due to darkness.,Voice Call,SEC-22,Streetlights,Damaged Pole,P1-Critical,0.81,2025-03-10T13:31:24,2025-03-10T22:31:24,Resolved,0,CPDL / Chandigarh Electricity Department,SDO Pankaj,3,30.742715,76.80674,Electrical fault rectified
GRV-2025-00229,Sewage Smell issue in Sector 3,Sewage water is flowing onto the main road of Sector 3 due to overflowing drains. Vehicles are splashing it.,Web Portal,SEC-03,Sewerage,Sewage Smell,P3-Medium,0.36,2025-04-07T10:31:41,,Pending,,MCC Public Health Department,Gurmail Singh,,30.701525,76.812574,
GRV-2025-00230,No Drinking Water in Park issue in Sector 6,The Sector 6 sector park is being used for illegal gatherings at night. Security needed.,Mobile App,SEC-06,Parks/Trees,No Drinking Water in Park,P2-High,0.59,2025-10-13T09:07:31,2025-10-18T19:07:31,Resolved,5,MCC Horticulture Department,Bhupinder Singh,2,30.716211,76.766987,Park equipment repaired
GRV-2025-00231,Extra Floor Built issue in Sector 22,Neighbours have built a wall encroaching on our shared driveway in Sector 22. Dispute going on for 10 days.,Mobile App,SEC-22,Building Violation,Extra Floor Built,P2-High,0.58,2025-04-24T19:10:44,,Escalated,,MCC Town Planning Department,Gurpreet Sandhu,,30.729594,76.7532,
GRV-2025-00232,Transformer Fault issue in Sector 38,Low voltage in Sector 38 is causing issues. Fans and fridges are not working properly.,Voice Call,SEC-38,Electricity,Transformer Fault,P4-Low,0.0,2025-05-13T08:45:41,2025-06-26T13:45:41,Resolved,44,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,4,30.763379,76.778081,Voltage stabilized
GRV-2025-00233,Garbage Dumped on Road issue in Sector 17,No sanitation worker has been assigned to our lane in Sector 17 for 10 days despite repeated calls to the helpline.,Walk-in,SEC-17,Garbage/Sanitation,Garbage Dumped on Road,P4-Low,0.18,2025-04-07T15:22:26,2025-04-15T00:22:26,Resolved,7,MCC Public Health Department,Paramjit Kaur,3,30.778928,76.818143,Dustbin replaced
GRV-2025-00234,No Power Since Morning issue in Sector 24,Illegal connections taken from the pole near Sector 24 Phase C are overloading the supply.,Voice Call,SEC-24,Electricity,No Power Since Morning,P3-Medium,0.42,2025-05-08T07:03:41,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.729135,76.756767,
GRV-2025-00235,Dirty Water issue in Sector 23,The water supply pipe near Sector 23 sector park has been leaking for 3 days. A large amount of water is being wasted.,Email,SEC-23,Water Supply,Dirty Water,P4-Low,0.03,2026-01-19T20:37:37,,Pending,,MCC Public Health Department,Amarjit Kaur,,30.726078,76.7559,
GRV-2025-00236,Market Encroachment issue in Sector 18,Illegal vendors near Sector 18 market have taken over the road. The lane is now only one vehicle wide.,Web Portal,SEC-18,Encroachment,Market Encroachment,P3-Medium,0.45,2025-03-21T19:09:13,,In Progress,,MCC Town Planning Department,Gurpreet Sandhu,,30.774231,76.776399,
GRV-2025-00237,Burst Pipe issue in Sector 24,The water supply pipe near Sector 24 dispensary has been leaking for 5 days. A large amount of water is being wasted.,Email,SEC-24,Water Supply,Burst Pipe,P3-Medium,0.31,2025-05-06T20:29:26,2025-05-15T02:29:26,Resolved,8,MCC Public Health Department,Paramjit Kaur,5,30.748291,76.803164,Pipeline repaired
GRV-2025-00238,No Drinking Water in Park issue in Sector 15,The park in Sector 15 Phase B has not been cleaned or maintained for weeks. Overgrown grass.,Voice Call,SEC-15,Parks/Trees,No Drinking Water in Park,P3-Medium,0.48,2025-12-08T13:15:20,2025-12-24T23:15:20,Resolved,16,MCC Horticulture Department,Bhupinder Singh,5,30.747342,76.751918,Park equipment repaired
GRV-2025-00239,Drain Needs Cleaning issue in Dhanas,A manhole cover is missing near the school in Dhanas. Children are at risk of falling.,WhatsApp,DHN,Sewerage,Drain Needs Cleaning,P4-Low,0.14,2025-07-02T06:44:46,2025-08-04T10:44:46,Resolved,33,MCC Public Health Department,Gurmail Singh,3,30.719125,76.819916,Sewer line repaired
GRV-2025-00240,Missed Garbage Collection issue in Sector 34,People have started dumping garbage on the road near Sector 34 Phase A as there is no proper bin.,Web Portal,SEC-34,Garbage/Sanitation,Missed Garbage Collection,P4-Low,0.24,2025-06-21T20:45:40,2025-06-29T07:45:40,Resolved,7,MCC Public Health Department,Raju Kumar,3,30.75526,76.782474,Garbage collected and area cleaned
GRV-2025-00241,Parking Chaos issue in Sector 27,"Due to construction diversion in Sector 27, all traffic is on a narrow lane causing major delays.",Mobile App,SEC-27,Traffic,Parking Chaos,P2-High,0.79,2025-11-15T07:07:24,2025-11-18T15:07:24,Resolved,3,Traffic Police Chandigarh,ASI Manjit,1,30.729315,76.791854,Speed breaker installed
GRV-2025-00242,Severe road damage near market in Sector 37,"Since past 5 days, a Road Damage has been causing accidents in Sector 37 near primary school. Two-wheelers are at risk.",Voice Call,SEC-37,Roads,Road Damage,P4-Low,0.11,2025-07-08T19:17:03,,Pending,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.70507,76.767618,
GRV-2025-00243,Meter Reading Error issue in Sector 35,"Water pressure is very low in the lane near house 581, Sector 35. Overhead tanks are not getting filled.",Web Portal,SEC-35,Water Supply,Meter Reading Error,P3-Medium,0.52,2025-07-06T08:25:57,2025-07-14T13:25:57,Resolved,8,MCC Public Health Department,Amarjit Kaur,2,30.722075,76.795767,Water supply restored after valve repair
GRV-2025-00244,Sewage Smell issue in Sector 15,Open sewage water near Sector 15 mandir is a major hygiene and health hazard.,Walk-in,SEC-15,Sewerage,Sewage Smell,P3-Medium,0.37,2025-04-02T13:53:33,2025-04-15T20:53:33,Resolved,13,MCC Public Health Department,Paramjit Kaur,3,30.751684,76.766105,Sewage overflow cleaned
GRV-2025-00245,Dead Animal Not Removed issue in Sector 43,The area near Sector 43 Phase B park has become an illegal garbage dump point. This is causing public inconvenience.,Mobile App,SEC-43,Garbage/Sanitation,Dead Animal Not Removed,P3-Medium,0.36,2025-06-22T15:49:54,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.703786,76.76825,
